연번,시도청,경찰서,관서명,구분,전화번호,주소,위도,경도
229,서울청,서울은평,대조,파출소,02-350-1938,서울특별시 은평구 진흥로13길3-33 (대조동),37.6086729484427,126.924270934554
230,서울청,서울도봉,창동,지구대,02-2289-9813,서울특별시 도봉구 노해로 392,37.6522871533292,127.051715013765
231,서울청,서울도봉,신창,파출소,02-2289-9823,서울특별시 도봉구  도봉로104길 49-5,37.6435195429165,127.034616372573
232,서울청,서울도봉,방학,파출소,02-2289-9833,서울특별시 도봉구  도봉로145길 45 방학파출소,37.6645033394704,127.040015484734
233,서울청,서울도봉,신방학,파출소,02-2289-9843,서울특별시 도봉구  시루봉로5길 10,37.6585099720895,127.02718505544
234,서울청,서울도봉,도봉1,파출소,02-2289-9853,서울특별시 도봉구 도봉로169나길 4 (도봉동),37.6794736285741,127.043412012604
235,서울청,서울도봉,도봉2,파출소,02-2289-9863,서울특별시 도봉구 도봉로 180나길 33,37.6839933331141,127.049278285409
236,서울청,서울도봉,쌍문,파출소,02-2289-9873,서울특별시 도봉구  방학로3길 132,37.6575955499116,127.038002354359
237,서울청,서울도봉,숭미,파출소,02-2289-9883,서울특별시 도봉구  노해로 139 숭미파출소,37.6475127555581,127.025582768186
238,서울청,서울수서,도곡,지구대,02-568-2522,서울특별시 강남구  언주로 426,37.5013327562925,127.043717717768
239,서울청,서울수서,대치,지구대,02-538-1312,서울특별시 강남구  삼성로 203,37.494873946034,127.062617624125
240,서울청,서울수서,수서,파출소,02-445-0112,서울특별시 강남구  밤고개로1길 48,37.489127606674,127.104813214036
241,서울청,서울수서,대왕,파출소,02-3411-0323,서울특별시 강남구  헌릉로 623,37.4651760424395,127.10736243987
242,서울청,서울수서,일원,지구대,02-3411-0112,서울특별시 강남구  일원로3길 35,37.4924161491256,127.083373556556
243,서울청,서울수서,개포,지구대,02-571-0112,서울특별시 강남구  개포로 261,37.4797783863169,127.051167625269
244,부산청,부산중부,남포,지구대,051-245-0835,부산광역시 중구  해관로 19,35.100539305992,129.03555759783
245,부산청,부산중부,영주,파출소,051-469-5827,부산광역시 중구  동영로 77,35.1119108002281,129.032194399765
246,부산청,부산중부,부평,파출소,051-245-0838,부산광역시 중구  보수대로44번길 27,35.102986666252,129.023792687454
247,부산청,부산중부,보수,파출소,051-253-7308,부산광역시 중구  흑교로 77,35.10597770875,129.023385565283
248,부산청,부산중부,대청,파출소,051-469-5828,부산광역시 중구  중구로 103-1,35.1058735628654,129.031382997839
249,부산청,부산동래,내성,지구대,051-552-1054,부산광역시 동래구  동래로 109,35.2073095207608,129.084546697068
250,부산청,부산동래,충렬,지구대,051-522-1042,부산광역시 동래구  반송로 207,35.1996350885677,129.097106422741
251,부산청,부산동래,온천,지구대,051-555-0112,부산광역시 동래구  우장춘로 16,35.2091815244749,129.070490656041
252,부산청,부산동래,사직,지구대,051-502-0112,부산광역시 동래구  중앙대로1277번길 41,35.2007112368409,129.075577556952
253,부산청,부산동래,온천3,파출소,051-503-1091,부산광역시 동래구  석사북로 93,35.2057462715335,129.066217277212
254,부산청,부산동래,낙민,파출소,051-531-4644,부산광역시 동래구  온천천로 359,35.1937958293637,129.092476361464
255,부산청,부산영도,동삼,지구대,051-403-9129,부산광역시 영도구  태종로 618 동삼지구대,35.0783351783621,129.07326275992
256,부산청,부산영도,영선,지구대,051-415-0255,부산광역시 영도구  남항시장길 328,35.0877049797516,129.042905096449
257,부산청,부산영도,청학,파출소,051-415-0128,부산광역시 영도구  태종로 395,35.0919558558368,129.066241207799
258,부산청,부산영도,대교,파출소,051-415-0251,부산광역시 영도구  태종로 81(대교동2가),35.0922375496199,129.040025152973
259,부산청,부산동부,초량,지구대,051-465-6223,부산광역시 동구  초량상로 65번길2,35.1178206839293,129.037480565995
260,부산청,부산동부,수성,지구대,051-465-6228,부산광역시 동구  망양로 811,35.1348638870622,129.043526376927
261,부산청,부산동부,자성대,파출소,051-646-1447,부산광역시 동구  부산진성공원로 15,35.1374017608698,129.061248603108
262,부산청,부산동부,좌천,파출소,051-646-9193,부산광역시 동구  중앙대로 491-4,35.1372025019734,129.05598893418
263,부산청,부산동부,범곡,파출소,051-647-6925,부산광역시 동구  범상로 10-1,35.1412076148271,129.049060791431
264,부산청,부산진,양정,지구대,051-852-1113,부산광역시 부산진구  동평로 342,35.1744318033697,129.062575154068
265,부산청,부산진,부전,지구대,051-805-4044,부산광역시 부산진구  부전로 185,35.1638482726279,129.061079393128
266,부산청,부산진,서면,지구대,051-806-5854,부산광역시 부산진구  신암로 56,35.1471106789962,129.055476337449
267,부산청,부산진,당감,지구대,051-895-7086,부산광역시 부산진구  당감로 17-1,35.1632769940611,129.039407223108
268,부산청,부산진,성지,지구대,051-817-0113,부산광역시 부산진구  성지로113번길 27,35.1790120526862,129.051664084217
269,부산청,부산진,가야,지구대,051-895-2931,부산광역시 부산진구  가야공원로 10,35.1524667861643,129.029487682079
270,부산청,부산진,부암,지구대,051-809-2278,부산광역시 부산진구  신천대로 283,35.1671874115575,129.050134507789
271,부산청,부산진,범천1,파출소,051-646-1446,부산광역시 부산진구  중앙번영로 10,35.1447906023616,129.060235907611
272,부산청,부산진,전포,파출소,051-802-1961,부산광역시 부산진구  전포대로 165,35.1514426902997,129.064994723826
273,부산청,부산진,개금,파출소,051-890-9194,부산광역시 부산진구 백양대로208번길 137,35.1623765350654,129.023247899819
274,부산청,부산서부,송도,지구대,051-254-8261,부산광역시 서구 충무대로 84,35.0793935406681,129.021503989307
275,부산청,부산서부,구덕,지구대,051-255-1276,부산광역시 서구  보수대로 258-5,35.1171025047598,129.017372060764
276,부산청,부산서부,충무,지구대,051-254-7822,부산광역시 서구  임시수도기념로 36,35.1035345366048,129.017958817293
277,부산청,부산서부,아미,파출소,051-256-0823,부산광역시 서구  해돋이로 267,35.1003038183932,129.016177228975
278,부산청,부산남부,문현,지구대,051-610-8231,부산광역시 남구  전포대로 20번길 47,35.138965317305,129.069834364805
279,부산청,부산남부,용호,지구대,051-610-8237,부산광역시 남구  분포로 1,35.1253795291427,129.112376991096
280,부산청,부산남부,대연,지구대,051-610-8260,부산광역시 남구  수영로 328,35.1378436249759,129.101983110907
281,부산청,부산남부,광남,지구대,051-610-8218,부산광역시 수영구  수영로554번길 52,35.1543170722645,129.115214492091
282,부산청,부산남부,광민,지구대,051-610-8289,부산광역시 수영구  광안해변로295번길 22,35.15741917924,129.12537567232
283,부산청,부산남부,못골,파출소,051-610-8299,부산광역시 남구 진남로 46번길 37,35.139784029249,129.090065603772
284,부산청,부산남부,우암,파출소,051-610-8362,부산광역시 남구  우암로 170,35.1246405692898,129.078164200552
285,부산청,부산남부,용당,파출소,051-610-8227,부산광역시 남구 신선로 318,35.1145554666955,129.095744301876
286,부산청,부산남부,감만,파출소,051-610-8853,부산광역시 남구 우암로86,35.1182020229714,129.080805591399
287,부산청,부산해운대,재송,지구대,051-665-0151,부산광역시 해운대구 해운대로161번길 17,35.1839294385955,129.123494732087
288,부산청,부산해운대,우동,지구대,051-665-0166,부산광역시 해운대구  해운대로 398,35.1679371461322,129.13936939846
289,부산청,부산해운대,중동,지구대,051-665-0175,부산광역시 해운대구  좌동순환로433번길 32,35.16181468066,129.179091666491
290,부산청,부산해운대,좌동,지구대,051-665-0184,부산광역시 해운대구  좌동순환로 185,35.1778416900366,129.176390508852
291,부산청,부산해운대,반여,지구대,051-665-0157,부산광역시 해운대구  선수촌로21번길 64,35.1974075682399,129.117843919825
292,부산청,부산해운대,송정,파출소,051-665-0196,부산광역시 해운대구  송정중앙로8번길 65,35.1806726871508,129.200474130716
293,부산청,부산해운대,반석,파출소,051-665-0193,부산광역시 해운대구  아랫반송로 6,35.225416105698,129.146756942747
294,부산청,부산해운대,반송,파출소,051-665-0190,부산광역시 해운대구  신반송로 177,35.2290158681759,129.160224961659
295,부산청,부산해운대,반여2·3,파출소,051-665-0160,부산광역시 해운대구  재반로 197,35.1948984783772,129.130411661122
296,부산청,부산사상,주례,지구대,051-329-0165,부산광역시 사상구  주례로 141,35.1457342685917,129.000940907271
297,부산청,부산사상,학장,파출소,051-329-0161,부산광역시 사상구  학감대로 123번길 4,35.1420228721831,128.987787901521
298,부산청,부산사상,감전,지구대,051-329-0157,부산광역시 사상구  가야대로 39,35.1519593380452,128.977222894962
299,부산청,부산사상,모라,파출소,051-329-0152,부산광역시 사상구  모라로 110번길 101,35.1846738893134,128.996341258049
300,부산청,부산사상,삼덕,파출소,051-329-0169,부산광역시 사상구  삼덕로 73번길 48,35.1758572250986,128.985608335147
301,부산청,부산사상,엄궁,파출소,051-329-0173,부산광역시 사상구 낙동대로 740,35.1272579037329,128.969388039203
302,부산청,부산금정,부곡,지구대,051-514-8505,부산광역시 금정구  부곡로 136 (부곡동) 부곡지구대,35.2280070417667,129.092289198371
303,부산청,부산금정,장전,지구대,051-514-8508,부산광역시 금정구  금정로 49 (장전동) 장전지구대,35.2290760661212,129.085969063667
304,부산청,부산금정,범어,지구대,051-508-5501,부산광역시 금정구  팔송로39길 56 (남산동) 범어지구대,,
305,부산청,부산금정,서금,지구대,051-522-4787,부산광역시 금정구  반송로 482-1 (금사동) 서금지구대,35.2160586979314,129.116367853658
306,부산청,부산금정,팔송,파출소,051-515-3170,부산광역시 금정구  중앙대로 2106 (청룡동) 팔송파출소,35.2723420876583,129.093115713356
307,부산청,부산사하,괴정,지구대,051-292-0070,부산광역시 사하구  낙동대로 264,35.0994291134083,128.988249278896
308,부산청,부산사하,하단,지구대,051-205-0113,부산광역시 사하구  하신중앙로 316,35.1044794112697,128.965205841341
309,부산청,부산사하,감천,지구대,051-208-0112,부산광역시 사하구  감천로103,35.0883078576277,129.00319814482
310,부산청,부산사하,다대,지구대,051-265-2322,부산광역시 사하구  다송로 46,35.0635058023604,128.982397280911
311,부산청,부산사하,신평,파출소,051-204-2924,부산광역시 사하구  하신중앙로 171,35.0938232630266,128.962433763405
312,부산청,부산사하,장림,파출소,051-261-3571,부산광역시 사하구  다대로 239,35.0810919940418,128.977748706113
313,부산청,부산연제,토곡,지구대,051-751-0112,부산광역시 연제구 과정로164번길 16,35.1859722521892,129.108082734488
314,부산청,부산연제,연일,지구대,051-861-7150,부산광역시 연제구 반송로 18,35.1868161568249,129.083095877691
315,부산청,부산연제,거제,지구대,051-862-0042,부산광역시 연제구 거제대로178번길 51-1,35.1840285013314,129.073212037842
316,부산청,부산연제,연산,파출소,051-864-3867,부산광역시 연제구 연수로 207-1,35.1739125545477,129.093522825233
317,부산청,부산연제,망미1,파출소,051-761-0112,부산광역시 수영구 망미로8번길 74,35.1727501702703,129.101185137164
318,부산청,부산연제,수영망미2,파출소,051-752-1120,부산광역시 수영구 수영성로 36-1 (수영동),35.170501459508,129.115921705602
319,부산청,부산강서,가락,파출소,051-971-8112,부산광역시 강서구  가락대로 1465,35.1949502988655,128.902143647472
320,부산청,부산강서,강동,파출소,051-971-1113,부산광역시 강서구  제도로 1191,35.2161649779931,128.936676155624
321,부산청,부산강서,대저,파출소,051-971-1112,부산광역시 강서구  대저로 284,35.2120195834071,128.98279021562
322,부산청,부산강서,공항,파출소,051-971-0112,부산광역시 강서구  공항진입로 39,35.1812036649559,128.954339811091
323,부산청,부산강서,녹산,파출소,051-971-5112,부산광역시 강서구  낙동남로604번길 2-17,35.112732513391,128.886288001205
324,부산청,부산강서,신호,파출소,051-831-1661,부산광역시 강서구 녹산산단335로 12-22,35.089885893254,128.856410648831
325,부산청,부산강서,명지,지구대,051-271-1112,부산광역시 강서구  명지국제2로28번길 13,35.0939307314022,128.908625827484
