번호,사업장명,위도,경도,영업상태명,소재지전화,소재지전체주소,도로명전체주소,의료기관종별명,의료인수,병상수
165,은송병원,,,폐업,02-2068-7577,서울특별시 영등포구 영등포동7가   77-5,,병원,0,0
166,하병원,,,폐업,02-832-0151,서울특별시 영등포구 신길동   232-84,,병원,0,0
167,김안과병원,,,폐업,02-2639-7862,서울특별시 영등포구 영등포동4가   156-0,,병원,0,0
168,서울성모병원,,,폐업,02-2679-5118,서울특별시 영등포구 영등포동8가   12-1,,병원,0,0
169,예림치과병원,37.522522305,126.92447199,폐업,02-786-2877,서울특별시 영등포구 여의도동 26번지 4호,"서울특별시 영등포구 의사당대로 97, 2층 (여의도동)",치과병원,3,0
170,서울복지한방병원,37.49317955,126.89790047,폐업,02-845-0777,서울특별시 영등포구 대림동   706-1,서울특별시 영등포구 도림로 142 (대림동),한방병원,12,40
171,참사랑요양병원,,,폐업,02-2634-7500,서울특별시 영등포구 문래동2가   39-10,,요양병원(일반요양병원),0,0
172,참사랑요양병원,,,폐업,02-2634-7500,서울특별시 영등포구 문래동2가   39-10,,요양병원(일반요양병원),0,0
173,은송요양병원,,,폐업,02-2068-7577,서울특별시 영등포구 영등포동7가 외  77-5,,요양병원(일반요양병원),0,0
174,은송병원,,,폐업,02-2068-7577,서울특별시 영등포구 영등포동7가   77-5,,병원,0,0
175,은송요양병원,,,폐업,02-2068-7577,서울특별시 영등포구 영등포동7가 외  77-5,,병원,0,0
176,참사랑병원,,,폐업,02-2634-7500,서울특별시 영등포구 문래동2가   39-10,,병원,0,0
177,충무병원,,,폐업,02-2678-0041,서울특별시 영등포구 영등포동4가   93-0,,병원,1,0
178,참사랑요양병원,,,폐업,02-2634-7500,서울특별시 영등포구 문래동2가   39-10,,요양병원(일반요양병원),17,115
179,참사랑요양병원,,,폐업,02-2634-7500,서울특별시 영등포구 문래동2가   39-10,,요양병원(일반요양병원),0,0
180,마리아성모병원,,,폐업,02-2068-7579,서울특별시 영등포구 영등포동8가   0-0,,병원,1,0
181,참사랑요양병원,,,폐업,02-2634-7500,서울특별시 영등포구 문래동2가   39-10,,요양병원(일반요양병원),17,115
182,사과나무치과병원,37.495322108,127.02834097,폐업,585-2879,서울특별시 서초구 서초동 1328번지 7호 4층,"서울특별시 서초구 강남대로 365, 4층 (서초동, 대우도씨에빌)",치과병원,3,0
183,이엔이치과병원,,,폐업,,"서울특별시 서초구 서초1동 1673-1 4층, 8층",,치과병원,4,0
184,서울그린치과병원,37.498449289,127.02671288,폐업,537-8275,서울특별시 서초구 서초4동 1318번지 4호 9층,"서울특별시 서초구 강남대로 403 (서초동,9층)",치과병원,3,0
185,독일웰치과병원,37.483658101,127.035439,폐업,2057-2829,서울특별시 서초구 양재1동 13번지 1호,서울특별시 서초구 강남대로 220 (양재동),치과병원,2,0
186,제인한방병원,37.549463678,127.05701292,폐업,02-3408-2100,서울특별시 성동구 송정동 81번지 14호,서울특별시 성동구 광나루로 243 (송정동),한방병원,17,72
187,프라임병원,37.544408967,127.06489808,폐업,02-464-2700,서울특별시 성동구 성수2가3동 279번지 44호,서울특별시 성동구 동일로 133 (성수동2가),병원,3,89
188,서울동인병원,37.565096905,127.02803301,폐업,02-2281-6636,,서울특별시 성동구 왕십리로 382 (하왕십리동),병원,12,133
189,은혜요양병원,37.560469532,127.06713157,폐업,,서울특별시 성동구 용답동 235번지 8호,서울특별시 성동구 자동차시장1길 85 (용답동),요양병원(일반요양병원),8,90
190,네오메디플러스치과병원,37.564496696,127.05524181,폐업,02-2217-2828,서울특별시 성동구 용답동 2번지 3호 장안빌딩 3층,"서울특별시 성동구 천호대로 320, 3층 (용답동)",치과병원,7,0
191,효하수요양병원,37.560469532,127.06713157,폐업,,"서울특별시 성동구 용답동 235번지 8호 (3,4층)",서울특별시 성동구 자동차시장1길 85 (용답동),요양병원(일반요양병원),4,93
192,시온요양병원,37.560469532,127.06713157,폐업,02-3394-6211,"서울특별시 성동구 용답동 235번지 8호 (지하1층, 지상3,4,5층)","서울특별시 성동구 자동차시장1길 85, 지하1, 지상3~5층 (용답동)",요양병원(일반요양병원),33,165
193,유아이씨시카고 치과병원,37.498276745,127.02686284,폐업,593-0088,서울특별시 서초구 서초4동 1318번지 8호  3층,"서울특별시 서초구 강남대로 399 (서초동,3층)",치과병원,4,0
194,오산당병원,37.476031104,126.98658786,폐업,,"서울특별시 서초구 방배3동 479번지 5호 지하4층~2층, 6층",,병원,14,52
195,의료법인구봉의료재단 세왕병원,37.55859739,127.03748879,폐업,02-2297-7272,서울특별시 성동구 행당1동 130번지 115호,서울특별시 성동구 왕십리로 269 (행당동),병원,17,78
196,서울중앙병원,37.552046741,127.01910051,폐업,02-2233-3993,서울특별시 성동구 금호동2가 500번지 9호,서울특별시 성동구 금호산길 41 (금호동2가),병원,10,134
197,동인병원,,,폐업,02-2293-1121,서울특별시 성동구 하왕십리동 846번지 10호,,병원,10,96
198,영동병원,,,폐업,02-469-0001,서울특별시 성동구 성수2가3동 275번지 2호,,병원,3,78
199,화정 한방병원,35.152713477,126.87888967,폐업,062-363-7100,광주광역시 서구 화정동 783번지 18호,"광주광역시 서구 상무대로 1069-1, 지하1-지상 6층 (화정동)",한방병원,6,77
200,더불어척병원,35.19125448,126.81947561,폐업,062-467-1000,광주광역시 광산구 장덕동 1302번지,"광주광역시 광산구 장신로 85, 4층 (장덕동)",병원,4,64
201,하나한방병원,37.444738813,126.79958901,폐업,031-315-5995,경기도 시흥시 은행동 529번지 6호 반도프라자,"경기도 시흥시 은행로 154, 반도프라자 2-3층 (은행동)",한방병원,7,46
202,세종센트럴병원,36.472731584,127.27637814,폐업,-9427,,"세종특별자치시 한누리대로 2270, 스타뷰타워 4~6층 (대평동)",병원,8,60
203,리본병원,37.49745624,126.86312698,폐업,02-2613-7000,서울특별시 구로구 고척동 73번지 3호 일이삼전자타운,"서울특별시 구로구 경인로 393-7, 일이삼전자타운 5,6,7층 (고척동)",병원,33,130
204,이천더블유소망병원,37.244988356,127.42152961,폐업,031-637-7400,경기도 이천시 호법면 안평리 124 이천소망병원,"경기도 이천시 호법면 중부대로 797-26, 이천더블유소망병원",정신병원,12,176
205,별내경희한방병원,37.64302861,127.1211737,폐업,572-1141,경기도 남양주시 별내동 998번지 남양주 별내 노블레스,"경기도 남양주시 순화궁로 116, 남양주 별내 노블레스 5층 (별내동)",한방병원,6,40
206,시흥배곧병원,37.367111793,126.7282008,폐업,031-435-7575,경기도 시흥시 정왕동 2536번지 에스프라자,"경기도 시흥시 서울대학로264번길 44-4, 에스프라자 3,4,5층 301~311, 401~412, 509~511호 (정왕동)",병원,2,65
207,하나성심병원,35.729310957,126.73762702,폐업,063-582-7119,전북특별자치도 부안군 부안읍 선은리,전북특별자치도 부안군 부안읍 낭주길 3,병원,0,86
208,부안드림병원,35.72806888,126.74102978,폐업,,전북특별자치도 부안군 부안읍 선은리 236번지 16호,전북특별자치도 부안군 부안읍 번영로 189,병원,27,146
209,실노암병원,35.181403458,126.89052464,폐업,062-710-2525,광주광역시 북구 용봉동 1038번지 1호,"광주광역시 북구 비엔날레로 108, 3층 (용봉동)",병원,5,64
210,예작병원,37.492411609,127.04223804,폐업,1577-7565,서울특별시 강남구 도곡동 543번지 4호,"서울특별시 강남구 도곡로 212, 지하2층,지상4~8층 (도곡동)",병원,8,30
211,엔하임요양병원,37.881559646,127.0536243,폐업,031-864-5777,경기도 동두천시 송내동 673-3 태성빌딩,"경기도 동두천시 평화로2169번길 22, 태성빌딩 (송내동)",요양병원(일반요양병원),4,66
212,합천한방병원,35.567821137,128.16373262,폐업,055-808-7777,경상남도 합천군 합천읍 합천리 412,경상남도 합천군 합천읍 대야로 890,한방병원,5,51
213,바른쎌한방병원,,,폐업,02-381-2299,경기도 고양시 덕양구 지축동 1005-5 벨라미,"경기도 고양시 덕양구 지축로 74, 벨라미 3~4층 전체호, 5층 일부(506~518)호 (지축동)",한방병원,9,60
214,탑한방병원,36.78739022,127.08459983,폐업,041-531-1192,,"충청남도 아산시 탕정면 한들물빛6로 14, 5.6.7층",한방병원,15,46
215,자연애한방병원,35.165264216,126.90429256,폐업,524-1075,,광주광역시 북구 무등로 190 (신안동),한방병원,5,60
216,백년초한방병원,,,폐업,514-0100,,광주광역시 북구 무등로 220-14 (신안동),한방병원,4,80
217,새롬한방병원,35.174764803,126.88135525,폐업,062-512-6100,광주광역시 북구 운암2동 90번지 6호,광주광역시 북구 북문대로 35 (운암동),한방병원,10,50
218,고려한방병원,35.192959383,126.89896789,폐업,062-261-1190,광주광역시 북구 삼각동 757번지 1호,광주광역시 북구 설죽로 376 (삼각동),한방병원,9,82
219,현대한방병원,35.161578566,126.90815595,폐업,062-222-2122,광주광역시 북구 중흥1동 709번지 1호,광주광역시 북구 경양로147번길 15 (중흥동),한방병원,8,57
220,선한방병원,35.166399044,126.89885765,폐업,062-521-0161~2,"광주광역시 북구 신안동 257번지 17호 3,4,5층","광주광역시 북구 신임로 32, 3층,4층,5층층 (신안동)",한방병원,5,33
221,세종한방병원,35.159463426,126.90629782,폐업,062-526-0075,광주광역시 북구 유동 106번지 8호,광주광역시 북구 경열로 223 (유동),한방병원,8,53
222,미담한방병원,35.189509411,126.8985811,폐업,062-367-1001,"광주광역시 북구 매곡동 15번지 3호 2,3,4층","광주광역시 북구 설죽로 335, 2,3,4층 (매곡동)",한방병원,6,66
223,문병원,35.159463426,126.90629782,폐업,062-524-8855,광주광역시 북구 유동 106번지 8호,광주광역시 북구 경열로 223 (유동),병원,1,49
224,세종한방병원,35.159463426,126.90629782,폐업,526-0075,광주광역시 북구 유동 106번지 8호,"광주광역시 북구 경열로 223, 지1,1,2,3층 (유동)",한방병원,4,53
225,빛고을요양병원,35.161504803,126.90446144,폐업,062-571-7000,광주광역시 북구 유동 117번지 13호 (1-7층),"광주광역시 북구 태봉로 46, 1～7층 (유동)",요양병원(일반요양병원),20,205
226,첨단선병원,35.200202136,126.86309612,폐업,062-975-1000,"광주광역시 북구 연제동 1061번지 (2,4층)","광주광역시 북구 첨단연신로 25, 2,4층 (연제동)",병원,24,137
227,조은한방병원,35.161578566,126.90815595,폐업,062-716-6060,광주광역시 북구 중흥동 709번지 1호 (1-5층),"광주광역시 북구 경양로147번길 15, 1∼5층 (중흥동)",한방병원,2,54
228,참좋은한방병원,35.174263306,126.88221051,폐업,062-716-7582,광주광역시 북구 운암동 96번지 3호 (1∼4층),"광주광역시 북구 북문대로 25-1, 1∼4층 (운암동)",한방병원,2,56
229,미한방병원,35.200202136,126.86309612,폐업,519-0500,광주광역시 북구 연제동 1061번지 (5층)501호,"광주광역시 북구 첨단연신로 25, 5층 501호 (연제동)",한방병원,3,66
230,두드림한방병원,35.174090676,126.88386531,폐업,062-455-2222,광주광역시 북구 운암동 487번지 8호,"광주광역시 북구 북문대로 14, 지하1~지상5층 (운암동)",한방병원,5,83
231,광주허바킴병원,35.178986682,126.86424936,폐업,5224191,광주광역시 북구 동림동 219번지 4호 (지하1-지상5층),"광주광역시 북구 유림로 177, 지하1～지상5층 (동림동, 허바킴병원)",병원,7,210
232,누리한방병원,35.161578566,126.90815595,폐업,716-6060,광주광역시 북구 중흥동 709번지 1호 (1-5층),"광주광역시 북구 경양로147번길 15, 1～5층 (중흥동)",한방병원,4,57
233,은혜한방병원,35.206747438,126.861223,폐업,716-1800,"광주광역시 북구 신용동 709번지 (4,5층)","광주광역시 북구 첨단연신로91번길 32-6, 4,5층 (신용동)",한방병원,6,78
234,세정한방병원,35.213059067,126.87462878,폐업,710-0710,"광주광역시 북구 용두동 279번지 1호 (3,4,5,6층)","광주광역시 북구 하서로 427, 3∼6층 (용두동)",한방병원,5,75
235,광주세명병원,35.1850974,126.86974313,폐업,,광주광역시 북구 운암3동 1078번지 11호,광주광역시 북구 북문대로 191 (운암동),병원,12,0
236,문화여성병원,35.174530532,126.88306075,폐업,062-511-6100,"광주광역시 북구 운암2동 486번지 7호  외6필지(지하1층, 지상1,2,3,4,7층)","광주광역시 북구 북문대로 22, 지하1층,지상1,2층 ,3,4,7층호 (운암동)",병원,19,37
237,허바킴병원,35.159259,126.91132927,폐업,062-522-4191-2,광주광역시 북구 중흥1동 676번지 6호,광주광역시 북구 제봉로 278 (중흥동),병원,4,49
238,광주한방병원,35.159463426,126.90629782,폐업,062-524-8855~6,광주광역시 북구 유동 106번지 8호,광주광역시 북구 경열로 223 (유동),한방병원,10,62
239,첨단우암한방병원,35.218647098,126.85319179,폐업,062-601-2100,"광주광역시 북구 오룡동 1115번지 6호 외 1필지(8,9층)","광주광역시 북구 앰코로 6, 8층,9층층 (오룡동)",한방병원,8,45
240,양지한방병원,35.209982189,126.87370184,폐업,062-571-1010,광주광역시 북구 양산동 249번지 23호,광주광역시 북구 하서로 391 (양산동),한방병원,3,74
241,인제병원,35.155563715,126.90784553,폐업,,광주광역시 북구 북동 171번지,광주광역시 북구 금남로 117 (북동),병원,1,46
242,수림한방병원,35.184769803,126.92194937,폐업,062-269-2580,"광주광역시 북구 문흥2동 1001번지 10호 3층,8층","광주광역시 북구 문산로 27-4, 3층,8층층 (문흥동)",한방병원,6,33
